Date,Close,High,Low,Open,Volume,RSI,MA_20,MA_50,MA_100,MACD,MACD_hist,MACD_signal
2018-04-26,5119.23388671875,5214.0345142505785,4986.51300817419,5157.154137731482,10318400,31.422202049805392,5382.779711914062,5532.185556640625,5702.447524414062,-85.03563481562651,-17.666889762427758,-67.36874505319875
2018-04-27,5138.1943359375,5214.034842741005,5062.353829133995,5138.1943359375,4395000,33.10587223322979,5366.663598632813,5516.63826171875,5697.897099609375,-92.34140070487229,-19.978124521338827,-72.36327618353346
2018-04-30,5289.87451171875,5289.87451171875,5138.193522135417,5138.193522135417,9476200,44.7846678526122,5352.443505859375,5503.366162109375,5694.8634765625,-84.9131246218185,-10.03987875062802,-74.87324587119048
2018-05-01,5289.87451171875,5289.87451171875,5289.87451171875,5289.87451171875,0,44.784667852612195,5345.807446289063,5491.610869140625,5692.019458007812,-78.12557926191221,-2.60186671257739,-75.52371254933482
2018-05-02,5251.955078125,5289.87533139666,5195.074698217509,5289.87533139666,7277400,42.626940292819064,5335.379370117187,5480.993193359375,5687.8482275390625,-74.94229393314617,0.46513489295091404,-75.40742882609709
2018-05-03,5100.2744140625,5195.07505372909,5081.314286129183,5157.154797862454,7637400,35.30038605269044,5320.2113037109375,5466.204306640625,5681.780986328125,-83.6941057639342,-6.629341550269686,-77.06476421366452
2018-05-04,4815.8720703125,5062.353711706447,4777.951817790355,5062.353711706447,14993100,26.205524411765698,5291.771142578125,5446.864970703125,5673.43853515625,-112.28452586482035,-28.175809320924657,-84.1087165438957
2018-05-07,4834.83154296875,4910.672037760417,4740.030924479167,4777.951171875,4370700,27.545690515573106,5261.434887695313,5429.04244140625,5664.906469726562,-131.89239535174238,-38.22694304627734,-93.66545230546504
2018-05-08,4702.111328125,4891.712591355847,4702.111328125,4834.832212386593,7322600,24.228591388579954,5221.618627929687,5408.186298828125,5653.909594726562,-156.33900658570565,-50.13884342419247,-106.20016316151317
2018-05-09,4834.83154296875,5005.47265625,4607.31005859375,4626.270182291667,14518000,32.92695383762994,5189.3863525390625,5389.984560546875,5644.998330078125,-163.12332580898965,-45.53853011798117,-117.58479569100848
2018-05-10,4834.83154296875,4834.83154296875,4834.83154296875,4834.83154296875,0,32.92695383762994,5160.946142578125,5368.74919921875,5635.707861328125,-166.57972034792783,-39.19593972553547,-127.38378062239236
2018-05-11,4929.6328125,4986.51319110577,4853.792307692308,4853.792307692308,7990000,38.75164633513533,5139.1419677734375,5350.54748046875,5627.17580078125,-159.82688294035233,-25.95448185436797,-133.87240108598436
2018-05-14,4891.712890625,4929.633145591085,4796.912253209786,4815.872380692829,6590000,37.35430161808012,5116.389819335937,5333.104169921875,5618.264541015625,-155.7397604151538,-17.49388746333554,-138.24587295181826
2018-05-15,4910.6728515625,4929.63297840251,4872.752597882481,4891.712724722491,7393200,38.54748648907077,5092.689697265625,5318.315283203125,5609.542880859375,-149.25031129167746,-8.803550671887365,-140.4467606197901
2018-05-16,4872.75244140625,4891.712567637403,4777.951810250486,4834.832188943945,6789500,37.028436288631696,5068.989526367188,5305.422392578125,5600.4420166015625,-145.49011679097202,-4.034684936945524,-141.4554318540265
2018-05-17,4777.9521484375,4929.633169022817,4777.9521484375,4929.633169022817,9836700,33.476704983200044,5036.757348632813,5289.87509765625,5589.824350585937,-148.4485049626728,-5.594458486917034,-142.85404647575578
2018-05-18,4834.83154296875,4872.751790364583,4796.911295572917,4853.791666666667,5593800,37.35904080394633,5009.265161132813,5273.569384765625,5580.34427734375,-144.53722200111224,-1.3465404202851516,-143.1906815808271
2018-05-21,4777.9521484375,4834.832531156993,4758.992020864335,4834.832531156993,10348400,35.1498773798135,4982.721044921875,5254.609267578125,5570.29541015625,-144.36306628726925,-0.9379077651537386,-143.4251585221155
2018-05-22,4967.55322265625,5043.393729872376,4834.83233502803,4929.632969048187,11034400,46.505517700301546,4969.448974609375,5240.1995703125,5562.711362304687,-127.45658433689641,12.774859348175283,-140.2314436850717
2018-05-23,5157.15380859375,5270.914554371553,4948.592441334444,4967.5525656307445,15409400,54.99276282705776,4966.604931640625,5232.23630859375,5556.264912109375,-97.63343539116977,34.07840663512155,-131.71184202629132
2018-05-24,5289.87451171875,5365.715006510417,5157.153645833333,5214.034016927083,16201500,59.800711325844745,4975.136962890625,5229.202666015625,5550.576870117187,-62.567682145758226,55.31532790442648,-117.88301005018471
2018-05-25,5327.79541015625,5327.79541015625,5157.154276023132,5308.835284141459,9524400,61.0800181309528,4984.617016601563,5227.30666015625,5545.647231445312,-31.356462694701804,69.22123788438633,-100.57770057908813
2018-05-28,5365.71630859375,5422.596693490504,5232.995410501325,5327.796051995914,9057800,62.369688835144906,4988.409106445312,5225.410654296875,5539.769599609375,-3.52086054065785,77.64547203074423,-81.16633257140208
2018-05-29,5365.71630859375,5365.71630859375,5365.71630859375,5365.71630859375,0,62.369688835144906,4992.201196289063,5226.548291015625,5534.081567382813,18.327783432347132,79.59529280299937,-61.267509370652235
2018-05-30,5327.79541015625,5403.635914215414,5214.034654067505,5365.715662185832,11301000,60.06149789975966,4995.993212890625,5222.756259765625,5528.014326171875,32.211774322937345,74.78342695487166,-42.57165263193432
2018-05-31,5365.71630859375,5365.71630859375,5214.035282202407,5232.995410501325,21651200,61.59223928658053,5009.265307617187,5221.618671875,5521.94708984375,45.747488151628204,70.65531262685002,-24.907824475221815
2018-06-01,5365.71630859375,5365.71630859375,5365.71630859375,5365.71630859375,0,61.59223928658052,5036.75751953125,5220.481083984375,5516.0694580078125,55.831053252150014,64.59110218189747,-8.760048929747452
2018-06-04,5327.79541015625,5403.635914215414,5327.79541015625,5365.715662185832,7713300,58.97093503121873,5061.405712890625,5217.82666015625,5510.191821289062,60.070002065212975,55.06404079596834,5.005961269244633
2018-06-05,5460.5166015625,5460.5166015625,5308.835584852431,5384.676093207465,8137300,64.64268472677003,5099.3259765625,5218.585078125,5504.882993164062,73.29400284785243,54.63043326288623,18.663569584966194
2018-06-06,5289.87451171875,5498.435872395833,5289.87451171875,5498.435872395833,10755400,54.25746863241632,5122.078125,5216.309853515625,5497.48853515625,69.20695352651182,40.4347071532365,28.772246373275323
2018-06-07,5384.67529296875,5441.555665781801,5308.834795884683,5308.834795884683,12775900,58.26862241297899,5149.5703125,5214.79302734375,5491.421293945313,72.77862161063058,35.205100189884206,37.573521420746374
2018-06-08,5270.9150390625,5422.596047380845,5270.9150390625,5403.635921341052,17604100,52.33764077374035,5166.634423828125,5211.00099609375,5484.026845703125,65.67265901038718,22.479310071712646,43.19334893867453
2018-06-11,5270.9150390625,5270.9150390625,5270.9150390625,5270.9150390625,0,52.33764077374034,5185.59453125,5204.93376953125,5475.4947900390625,59.3569030243234,12.93084326851909,46.42605975580431
